,ref,name,publisher,year,score
285,http://cpcgamereviews.com/c/index3.html#cavern_of_death,Cavern of Death,Discovery Informatic,1987,0
286,http://cpcgamereviews.com/c/index3.html#the_caves_of_doom,The Caves of Doom,Mastertronic,1985,6
287,http://cpcgamereviews.com/c/index3.html#centre_court,Centre Court,Amsoft,1985,1
288,http://cpcgamereviews.com/c/index3.html#centurions,Centurions,Reakt&ouml;r,1987,5
289,http://cpcgamereviews.com/c/index3.html#cerberus,Cerberus,Players,1986,5
290,http://cpcgamereviews.com/c/index3.html#cero_absoluto,Cero Absoluto,ESP Soft,2016,7
291,http://cpcgamereviews.com/c/index3.html#chain_reaction,Chain Reaction,Durell,1988,5
292,http://cpcgamereviews.com/c/index3.html#challenge_of_the_gobots,Challenge of the Gobots,Reakt&ouml;r,1987,7
293,http://cpcgamereviews.com/c/index3.html#championship_baseball,Championship Baseball,Gamestar,1987,2
294,http://cpcgamereviews.com/c/index4.html#championship_basketball,Championship Basketball,Gamestar,1987,4
295,http://cpcgamereviews.com/c/index4.html#championship_jet_ski_simulator,Championship Jet Ski Simulator,Code Masters,1989,6
296,http://cpcgamereviews.com/c/index4.html#championship_sprint,Championship Sprint,Electric Dreams,1988,5
297,http://cpcgamereviews.com/c/index4.html#chaos_rising,Chaos Rising,EgoTrip,2018,7
298,http://cpcgamereviews.com/c/index4.html#charlie_and_the_chocolate_factory,Charlie and the Chocolate Factory,Hill MacGibbon,1985,2
299,http://cpcgamereviews.com/c/index4.html#charly_diams,Charly Diams,Loriciels,1987,7
300,http://cpcgamereviews.com/c/index4.html#chase_hq,Chase HQ,Ocean,1989,9
301,http://cpcgamereviews.com/c/index4.html#cheman,Cheman,The Mojon Twins,2019,6
302,http://cpcgamereviews.com/c/index4.html#cheril_of_the_bosque,Cheril of the Bosque,The Mojon Twins,2010,9
303,http://cpcgamereviews.com/c/index4.html#cheril_of_the_bosque_en_otro_bosque,Cheril of the Bosque en Otro Bosque,The Mojon Twins,2018,7
304,http://cpcgamereviews.com/c/index5.html#the_chessmaster_2000,The Chessmaster 2000,Ubi Soft,1990,7
305,http://cpcgamereviews.com/c/index5.html#le_chevalier_blanc,Le Chevalier Blanc,Cobra Soft,1987,6
306,http://cpcgamereviews.com/c/index5.html#chevy_chase,Chevy Chase,Hi-Tec Software,1991,8
307,http://cpcgamereviews.com/c/index5.html#chibi_akumas,Chibi Akuma(s),Keith Sear,2016,10
308,http://cpcgamereviews.com/c/index5.html#chicago_90,Chicago 90,Micro&iuml;ds,1989,8
309,http://cpcgamereviews.com/c/index5.html#chicagos_30,Chicago's 30,Topo Soft,1988,4
310,http://cpcgamereviews.com/c/index5.html#chickin_chase,Chickin Chase,Firebird,1987,7
311,http://cpcgamereviews.com/c/index5.html#des_chiffres_et_des_lettres,Des Chiffres et des Lettres,Loriciels,1987,5
312,http://cpcgamereviews.com/c/index5.html#chiller,Chiller,Mastertronic,1985,6
313,http://cpcgamereviews.com/c/index5.html#chimera,Chimera,Firebird,1985,8
314,http://cpcgamereviews.com/c/index6.html#chips_challenge,Chip's Challenge,US Gold,1991,7
315,http://cpcgamereviews.com/c/index6.html#cholo,Cholo,Firebird,1987,8
316,http://cpcgamereviews.com/c/index6.html#chopper_squad,Chopper Squad,Interceptor Software,1985,6
317,http://cpcgamereviews.com/c/index6.html#la_chose_de_grotemburg,La Chose de Grotemburg,Ubi Soft,1987,8
318,http://cpcgamereviews.com/c/index6.html#choy_lee_fut_kung_fu_warrior,Choy Lee Fut Kung Fu Warrior,Positive,1990,7
319,http://cpcgamereviews.com/c/index6.html#chronos,Chronos,Mastertronic,1987,5
320,http://cpcgamereviews.com/c/index6.html#chubby_gristle,Chubby Gristle,Grandslam,1988,4
321,http://cpcgamereviews.com/c/index6.html#chuckie_egg,Chuckie Egg,A'n'F,1985,8
322,http://cpcgamereviews.com/c/index6.html#chuckie_egg_2,Chuckie Egg II,A'n'F,1985,5
323,http://cpcgamereviews.com/c/index6.html#chuck_yeagers_advanced_flight_trainer,Chuck Yeager's Advanced Flight Trainer,Electronic Arts,1989,8
324,http://cpcgamereviews.com/c/index7.html#el_cid,El Cid,Dro Soft/Mastertronic,1987,5
325,http://cpcgamereviews.com/c/index7.html#cisco_heat,Cisco Heat,Image Works,1991,3
326,http://cpcgamereviews.com/c/index7.html#city_slicker,City Slicker,Hewson,1986,5
327,http://cpcgamereviews.com/c/index7.html#classic_adventure,Classic Adventure,Amsoft,1984,8
328,http://cpcgamereviews.com/c/index7.html#classic_axiens,Classic Axiens,Bubble Bus,1987,5
329,http://cpcgamereviews.com/c/index7.html#classic_invaders,Classic Invaders,Bubble Bus,1986,7
330,http://cpcgamereviews.com/c/index7.html#classic_muncher,Classic Muncher,Bubble Bus,1987,7
331,http://cpcgamereviews.com/c/index7.html#classic_racing,Classic Racing,Amsoft,1984,7
332,http://cpcgamereviews.com/c/index7.html#classiques_volume_1,Classiques Volume 1,Titus,1987,7
333,http://cpcgamereviews.com/c/index7.html#classiques_volume_2,Classiques Volume 2,Titus,1987,5
334,http://cpcgamereviews.com/c/index8.html#climb-it,Climb-It,Tynesoft,1984,2
335,http://cpcgamereviews.com/c/index8.html#cobra_loriciels,Cobra,Loriciels,1987,4
336,http://cpcgamereviews.com/c/index8.html#cobra_ocean,Cobra,Ocean,1987,5
337,http://cpcgamereviews.com/c/index8.html#cobra_force,Cobra Force,Players,1989,8
338,http://cpcgamereviews.com/c/index8.html#cobra_pinball,Cobra Pinball,Cobra Soft,1985,1
339,http://cpcgamereviews.com/c/index8.html#collapse,Collapse,Firebird,1985,4
340,http://cpcgamereviews.com/c/index8.html#colony,Colony,Bulldog,1987,5
341,http://cpcgamereviews.com/c/index8.html#colossal_adventure,Colossal Adventure,Level 9,1984,9
342,http://cpcgamereviews.com/c/index8.html#colossal_cave_adventure,Colossal Cave Adventure,Duckworth,1985,4
343,http://cpcgamereviews.com/c/index8.html#colosseum,Colosseum,Topo Soft/Kixx,1988,5
344,http://cpcgamereviews.com/c/index9.html#colossus_4_chess,Colossus 4 Chess,CDS,1986,8
345,http://cpcgamereviews.com/c/index9.html#comando_quatro,Comando Quatro,Zigurat,1989,7
346,http://cpcgamereviews.com/c/index9.html#comando_tracer,Comando Tracer,Dinamic,1988,8
347,http://cpcgamereviews.com/c/index9.html#combat_school,Combat School,Ocean,1987,3
348,http://cpcgamereviews.com/c/index9.html#combat_zone,Combat Zone,Alternative Software,1987,5
349,http://cpcgamereviews.com/c/index9.html#comet_encounter,Comet Encounter,LiveWire Software,1986,4
350,http://cpcgamereviews.com/c/index9.html#the_comet_game,The Comet Game,Firebird,1986,6
351,http://cpcgamereviews.com/c/index9.html#commando,Commando,Elite,1985,7
352,http://cpcgamereviews.com/c/index9.html#compendium,Compendium,Gremlin Graphics,1987,5
353,http://cpcgamereviews.com/c/index9.html#computer_scrabble,Computer Scrabble,Leisure Genius,1985,5
354,http://cpcgamereviews.com/c/index10.html#computer_scrabble_de_luxe,Computer Scrabble De Luxe,Leisure Genius,1987,7
355,http://cpcgamereviews.com/c/index10.html#concave,Concave,EgoTrip,2015,7
356,http://cpcgamereviews.com/c/index10.html#confuzion,Confuzion,Incentive,1985,7
357,http://cpcgamereviews.com/c/index10.html#con-quest,Con-Quest,Mastertronic,1986,7
358,http://cpcgamereviews.com/c/index10.html#conspiration_de_lan_iii,Conspiration de l'An III,Ubi Soft,1988,8
359,http://cpcgamereviews.com/c/index10.html#contamination,Contamination,ERE Informatique/PSS,1985,6
360,http://cpcgamereviews.com/c/index10.html#continental_circus,Continental Circus,Virgin Games,1989,9
361,http://cpcgamereviews.com/c/index10.html#contraption,Contraption,Audiogenic Software,1985,5
362,http://cpcgamereviews.com/c/index10.html#convoy_raider,Convoy Raider,Gremlin Graphics,1987,5
363,http://cpcgamereviews.com/c/index10.html#copout,Copout,Mikro-Gen,1986,7
364,http://cpcgamereviews.com/c/index11.html#copter_271,Copter 271,Loriciel,1991,6
365,http://cpcgamereviews.com/c/index11.html#core,CORE,A'n'F,1986,4
366,http://cpcgamereviews.com/c/index11.html#corridor_conflict,Corridor Conflict,The Power House,1987,3
367,http://cpcgamereviews.com/c/index11.html#corruption,Corruption,Rainbird,1988,9
368,http://cpcgamereviews.com/c/index11.html#corsarios,Corsarios,Opera Soft,1989,7
369,http://cpcgamereviews.com/c/index11.html#cosa_nostra,Cosa Nostra,Opera Soft,1986,7
370,http://cpcgamereviews.com/c/index11.html#cosmic_sheriff,Cosmic Sheriff,Dinamic,1989,8
371,http://cpcgamereviews.com/c/index11.html#cosmic_shock_absorber,Cosmic Shock Absorber,Martech,1987,3
372,http://cpcgamereviews.com/c/index11.html#costa_capers,Costa Capers,Firebird,1985,3
373,http://cpcgamereviews.com/c/index11.html#countdown,Countdown,Macsen,1986,4
374,http://cpcgamereviews.com/c/index12.html#count_duckula,Count Duckula,Alternative Software,1989,2
375,http://cpcgamereviews.com/c/index12.html#count_duckula_2,Count Duckula II,Alternative Software,1992,0
376,http://cpcgamereviews.com/c/index12.html#country_cottages,Country Cottages,Sterling Software,1984,2
377,http://cpcgamereviews.com/c/index12.html#the_covenant,The Covenant,PSS,1985,3
378,http://cpcgamereviews.com/c/index12.html#cowboy_kidz,Cowboy Kidz,Byte Back,1990,7
379,http://cpcgamereviews.com/c/index12.html#cpc_aventure,CPC Aventure,Ludovic Deplanque/Christophe Petit,2005,10
380,http://cpcgamereviews.com/c/index12.html#cpc_soccer,CPC Soccer,VoxelTower,2020,10
381,http://cpcgamereviews.com/c/index12.html#crack_down,Crack Down,US Gold,1990,7
382,http://cpcgamereviews.com/c/index12.html#crack-up,Crack-Up,Atlantis,1989,4
383,http://cpcgamereviews.com/c/index12.html#cray-5,CRAY-5,Topo Soft,1987,6
384,http://cpcgamereviews.com/c/index13.html#crazy_cars,Crazy Cars,Titus,1988,4
385,http://cpcgamereviews.com/c/index13.html#crazy_cars_2,Crazy Cars II,Titus,1989,8
386,http://cpcgamereviews.com/c/index13.html#crazy_cars_3,Crazy Cars 3,Titus,1992,7
387,http://cpcgamereviews.com/c/index13.html#crazy_golf,Crazy Golf,Amsoft,1984,0
388,http://cpcgamereviews.com/c/index13.html#crazy_shot,Crazy Shot,Loriciel,1989,6
389,http://cpcgamereviews.com/c/index13.html#le_crepuscule_du_naja,Le Cr&eacute;puscule du Naja,Chip,1987,7
390,http://cpcgamereviews.com/c/index13.html#cricket_crazy,Cricket Crazy,Alternative Software,1988,5
391,http://cpcgamereviews.com/c/index13.html#cris_odd_prelude,Cris. Odd Prelude,Dreamin'bits,2017,8
392,http://cpcgamereviews.com/c/index13.html#critical_mass,Critical Mass,Durell,1987,7
393,http://cpcgamereviews.com/c/index13.html#croco_magneto,Croco Magneto,Croconews,1989,8
394,http://cpcgamereviews.com/c/index14.html#crossfire,Crossfire,Atlantis,1989,6
395,http://cpcgamereviews.com/c/index14.html#la_crypte_des_maudits,La Crypte des Maudits,Lankhor,1991,8
396,http://cpcgamereviews.com/c/index14.html#crystal_castles,Crystal Castles,US Gold,1986,6
397,http://cpcgamereviews.com/c/index14.html#crystal_kingdom_dizzy,Crystal Kingdom Dizzy,Code Masters,1992,7
398,http://cpcgamereviews.com/c/index14.html#cubit,Cubit!,Amsoft,1984,5
399,http://cpcgamereviews.com/c/index14.html#curro_jimenez,Curro Jim&eacute;nez,Zigurat,1989,8
400,http://cpcgamereviews.com/c/index14.html#cursed_be_the_city,Cursed Be the City,Incantation,1987,6
401,http://cpcgamereviews.com/c/index14.html#the_curse_of_rabenstein,The Curse of Rabenstein,Puddle Soft,2020,8
402,http://cpcgamereviews.com/c/index14.html#the_curse_of_sherwood,The Curse of Sherwood,Mastertronic,1987,6
403,http://cpcgamereviews.com/c/index14.html#custard_pie_factory,Custard Pie Factory,Tynesoft,1985,4
404,http://cpcgamereviews.com/c/index15.html#cutthroats,Cutthroats,Infocom,1986,9
405,http://cpcgamereviews.com/c/index15.html#cyberball,Cyberball,Domark,1990,5
406,http://cpcgamereviews.com/c/index15.html#cyber_chicken,Cyber Chicken,AMC Soft,2013,9
407,http://cpcgamereviews.com/c/index15.html#cybernoid,Cybernoid,Hewson,1988,7
408,http://cpcgamereviews.com/c/index15.html#cybernoid_2,Cybernoid II,Hewson,1988,6
409,http://cpcgamereviews.com/c/index15.html#cybor,Cybor,Softhawk,1987,4
410,http://cpcgamereviews.com/c/index15.html#the_cycles,The Cycles,Accolade,1990,6
411,http://cpcgamereviews.com/c/index15.html#cylu,Cylu,Firebird,1985,4
412,http://cpcgamereviews.com/c/index15.html#cyrus_2_chess,Cyrus II Chess,Amsoft,1985,8
413,http://cpcgamereviews.com/d/index.html#daley_thompsons_decathlon,Daley Thompson's Decathlon,Ocean,1985,3
414,http://cpcgamereviews.com/d/index.html#daley_thompsons_olympic_challenge,Daley Thompson's Olympic Challenge,Ocean,1988,6
415,http://cpcgamereviews.com/d/index.html#daley_thompsons_supertest,Daley Thompson's Supertest,Ocean,1986,2
416,http://cpcgamereviews.com/d/index.html#dame_scanner,Dame Scanner,Chip,1988,7
417,http://cpcgamereviews.com/d/index.html#dan_dare_pilot_of_the_future,Dan Dare: Pilot of the Future,Virgin Games,1986,4
418,http://cpcgamereviews.com/d/index.html#dan_dare_2_mekons_revenge,Dan Dare II: Mekon's Revenge,Virgin Games,1987,8
419,http://cpcgamereviews.com/d/index.html#dan_dare_3_the_escape,Dan Dare III: The Escape,Virgin Games,1990,9
420,http://cpcgamereviews.com/d/index.html#dandy,Dandy,Electric Dreams,1987,2
421,http://cpcgamereviews.com/d/index.html#danger_mouse_in_double_trouble,Danger Mouse in Double Trouble,Creative Sparks,1985,4
422,http://cpcgamereviews.com/d/index.html#danger_mouse_in_makin_whoopee,Danger Mouse in Makin' Whoopee,Creative Sparks,1985,5
423,http://cpcgamereviews.com/d/index2.html#danger_street,Danger Street,Chip,1987,7
424,http://cpcgamereviews.com/d/index2.html#dark_century,Dark Century,Titus,1990,3
425,http://cpcgamereviews.com/d/index2.html#dark_fusion,Dark Fusion,Gremlin Graphics,1988,6
426,http://cpcgamereviews.com/d/index2.html#darkman,Darkman,Ocean,1991,7
427,http://cpcgamereviews.com/d/index2.html#dark_side,Dark Side,Incentive,1988,9
428,http://cpcgamereviews.com/d/index2.html#dark_star,Dark Star,Design Design,1985,6
429,http://cpcgamereviews.com/d/index2.html#darkwurlde,Darkwurlde,Top Ten,1986,5
430,http://cpcgamereviews.com/d/index2.html#darts_180,Darts 180,Mastertronic,1986,8
431,http://cpcgamereviews.com/d/index2.html#the_dawn_of_kernel,The Dawn of Kernel,Juan Jos&eacute; Mart&iacute;nez,2018,8
432,http://cpcgamereviews.com/d/index2.html#dawnssley,Dawnssley,Top Ten,1986,3
433,http://cpcgamereviews.com/d/index3.html#d-day,D-Day,Futura,1992,9
434,http://cpcgamereviews.com/d/index3.html#deactivators,Deactivators,Reakt&ouml;r,1986,8
435,http://cpcgamereviews.com/d/index3.html#dead_by_dawn,Dead by Dawn,Monsterbytes,2014,8
436,http://cpcgamereviews.com/d/index3.html#deadline,Deadline,Infocom,1986,8
437,http://cpcgamereviews.com/d/index3.html#deadly_evil,Deadly Evil,Players,1990,4
438,http://cpcgamereviews.com/d/index3.html#dead_on_time,Dead on Time,Psytronik Software,2010,10
439,http://cpcgamereviews.com/d/index3.html#dead_or_alive,Dead or Alive,Alternative Software,1987,5
440,http://cpcgamereviews.com/d/index3.html#deathchase,Deathchase,The Executioner,2008,7
441,http://cpcgamereviews.com/d/index3.html#deathkick,Deathkick,Blaby Computer Games,1984,2
442,http://cpcgamereviews.com/d/index3.html#death_or_glory,Death or Glory,CRL,1987,5
443,http://cpcgamereviews.com/d/index4.html#death_pit,Death Pit,Durell,1985,6
444,http://cpcgamereviews.com/d/index4.html#deathscape,Deathscape,Starlight Software,1987,5
445,http://cpcgamereviews.com/d/index4.html#death_stalker,Death Stalker,Code Masters,1988,8
446,http://cpcgamereviews.com/d/index4.html#deathsville,Deathsville,Bubble Bus,1986,7
447,http://cpcgamereviews.com/d/index4.html#death_wish_3,Death Wish 3,Gremlin Graphics,1987,7
448,http://cpcgamereviews.com/d/index4.html#the_deep,The Deep,US Gold,1989,4
449,http://cpcgamereviews.com/d/index4.html#deep_strike,Deep Strike,Durell,1986,6
450,http://cpcgamereviews.com/d/index4.html#defcom,Defcom,Quicksilva,1986,3
451,http://cpcgamereviews.com/d/index4.html#defcom_1,Defcom 1,Iber Soft,1989,5
452,http://cpcgamereviews.com/d/index4.html#defence,Defence,Shining,2016,10
453,http://cpcgamereviews.com/d/index5.html#defender_of_the_crown,Defender of the Crown,Ubi Soft,1989,8
454,http://cpcgamereviews.com/d/index5.html#defenders_of_the_earth,Defenders of the Earth,Enigma Variations,1990,6
455,http://cpcgamereviews.com/d/index5.html#defend_or_die,Defend or Die,Alligata,1985,8
456,http://cpcgamereviews.com/d/index5.html#deflektor,Deflektor,Gremlin Graphics,1987,9
457,http://cpcgamereviews.com/d/index5.html#deliverance,Deliverance,Hewson,1990,6
458,http://cpcgamereviews.com/d/index5.html#demons_revenge,Demon's Revenge,Firebird,1988,7
459,http://cpcgamereviews.com/d/index5.html#la_derniere_mission,La Derni&egrave;re Mission,MBC,1988,6
460,http://cpcgamereviews.com/d/index5.html#dervish,Dervish,The Power House,1988,4
461,http://cpcgamereviews.com/d/index5.html#desert_fox,Desert Fox,US Gold,1986,6
462,http://cpcgamereviews.com/d/index5.html#desolator,Desolator,US Gold,1988,5
463,http://cpcgamereviews.com/d/index6.html#desperado_2,Desperado 2,Topo Soft,1989,7
464,http://cpcgamereviews.com/d/index6.html#despotik_design,Despotik Design,ERE Informatique,1987,7
465,http://cpcgamereviews.com/d/index6.html#the_devils_crown,The Devil's Crown,Probe Software,1985,6
466,http://cpcgamereviews.com/d/index6.html#diamond_mine,Diamond Mine,Blue Ribbon,1986,5
467,http://cpcgamereviews.com/d/index6.html#dianne,Dianne,Loriciels,1985,4
468,http://cpcgamereviews.com/d/index6.html#dick_tracy,Dick Tracy,Disney,1991,8
469,http://cpcgamereviews.com/d/index6.html#die_alien_slime,Die Alien Slime,Mastertronic,1989,5
470,http://cpcgamereviews.com/d/index6.html#digger_barnes,Digger Barnes,Cable,1985,4
471,http://cpcgamereviews.com/d/index6.html#dive-dive-dive,Dive-Dive-Dive,Tynesoft,1987,6
472,http://cpcgamereviews.com/d/index6.html#dizzy,Dizzy,Code Masters,1987,8
473,http://cpcgamereviews.com/d/index7.html#dizzy_dice,Dizzy Dice,Players,1987,7
474,http://cpcgamereviews.com/d/index7.html#dizzy_down_the_rapids,Dizzy Down the Rapids,Code Masters,1991,3
475,http://cpcgamereviews.com/d/index7.html#dizzy_prince_of_the_yolkfolk,Dizzy: Prince of the Yolkfolk,Code Masters,1991,8
476,http://cpcgamereviews.com/d/index7.html#dj_puff,DJ Puff,Code Masters,1992,5
477,http://cpcgamereviews.com/d/index7.html#dr_dooms_revenge,Dr. Doom's Revenge,Empire,1989,6
478,http://cpcgamereviews.com/d/index7.html#dr_scrimes_spook_school,Dr. Scrimes' Spook School,Mastertronic,1988,5
479,http://cpcgamereviews.com/d/index7.html#dogfight,Dogfight,Iv&aacute;n &Aacute;vila,2020,6
480,http://cpcgamereviews.com/d/index7.html#dogfight_2187,Dogfight: 2187,Starlight Software,1987,5
481,http://cpcgamereviews.com/d/index7.html#dogsbody,Dogsbody,Bug-Byte,1985,5
482,http://cpcgamereviews.com/d/index7.html#dominator,Dominator,System 3,1989,6
483,http://cpcgamereviews.com/d/index8.html#dominoes,Dominoes,Blue Ribbon,1990,6
484,http://cpcgamereviews.com/d/index8.html#donkey_kong,Donkey Kong,Ocean,1986,7
485,http://cpcgamereviews.com/d/index8.html#dont_panic,Don't Panic,Firebird,1985,1
486,http://cpcgamereviews.com/d/index8.html#doodle_bug,Doodle Bug,Players,1987,6
487,http://cpcgamereviews.com/d/index8.html#doomsday_blues,Doomsday Blues,ERE Informatique/PSS,1985,7
488,http://cpcgamereviews.com/d/index8.html#doomsday_lost_echoes,Doomsday Lost Echoes,Doomsday Productions,2016,9
489,http://cpcgamereviews.com/d/index8.html#doors_of_doom,Doors of Doom,Amsoft,1985,7
490,http://cpcgamereviews.com/d/index8.html#doppleganger,Doppleganger,Alligata,1985,4
491,http://cpcgamereviews.com/d/index8.html#double_dare,Double Dare,Alternative Software,1992,5
492,http://cpcgamereviews.com/d/index8.html#double_dragon,Double Dragon,Melbourne House,1988,4
493,http://cpcgamereviews.com/d/index9.html#double_dragon_2_the_revenge,Double Dragon II: The Revenge,Virgin Games,1989,7
